id,value
ANIMALIA.CHORDATA.REPTILIA.SQUAMATA.LACERTIDAE.Podarcis.filfolensis,3.0
ANIMALIA.CHORDATA.REPTILIA.SQUAMATA.LACERTIDAE.Podarcis.gaigeae,1.0
ANIMALIA.CHORDATA.REPTILIA.SQUAMATA.LACERTIDAE.Podarcis.hispanicus,2.9
ANIMALIA.CHORDATA.REPTILIA.SQUAMATA.LACERTIDAE.Podarcis.levendis,1.0
ANIMALIA.CHORDATA.REPTILIA.SQUAMATA.LACERTIDAE.Podarcis.lilfordi,0.0
ANIMALIA.CHORDATA.REPTILIA.SQUAMATA.LACERTIDAE.Podarcis.melisellensis,3.0
ANIMALIA.CHORDATA.REPTILIA.SQUAMATA.LACERTIDAE.Podarcis.milensis,1.0
ANIMALIA.CHORDATA.REPTILIA.SQUAMATA.LACERTIDAE.Podarcis.muralis,3.0
ANIMALIA.CHORDATA.REPTILIA.SQUAMATA.LACERTIDAE.Podarcis.peloponnesiacus,3.0
ANIMALIA.CHORDATA.REPTILIA.SQUAMATA.LACERTIDAE.Podarcis.pityusensis,2.0
ANIMALIA.CHORDATA.REPTILIA.SQUAMATA.LACERTIDAE.Podarcis.raffonei,-1.0
